date,home_team,away_team,home_team_continent,away_team_continent,tournament,home_team_result
1993-08-08,Bolivia,Uruguay,South America,South America,FIFA World Cup qualification,Win
1993-08-08,Brazil,Mexico,South America,North America,Friendly,Draw
1993-08-08,Ecuador,Venezuela,South America,South America,FIFA World Cup qualification,Win
1993-08-08,Guinea,Sierra Leone,Africa,Africa,Friendly,Win
1993-08-08,Paraguay,Argentina,South America,South America,FIFA World Cup qualification,Lose
1993-08-08,Peru,Colombia,South America,South America,FIFA World Cup qualification,Lose
1993-08-08,Zimbabwe,Eswatini,Africa,Africa,Friendly,Win
1993-08-09,Guinea,Sierra Leone,Africa,Africa,Friendly,Win
1993-08-11,Faroe Islands,Norway,Europe,Europe,Friendly,Lose
1993-08-11,Sweden,Switzerland,Europe,Europe,Friendly,Lose
1993-08-15,Australia,Canada,Oceania,North America,FIFA World Cup qualification,Win
1993-08-15,Bolivia,Ecuador,South America,South America,FIFA World Cup qualification,Win
1993-08-15,Colombia,Argentina,South America,South America,FIFA World Cup qualification,Win
1993-08-15,Congo,Guinea,Africa,Africa,African Cup of Nations qualification,Draw
1993-08-15,Uruguay,Brazil,South America,South America,FIFA World Cup qualification,Draw
1993-08-22,Argentina,Peru,South America,South America,FIFA World Cup qualification,Win
1993-08-22,Bolivia,Venezuela,South America,South America,FIFA World Cup qualification,Win
1993-08-22,Brazil,Ecuador,South America,South America,FIFA World Cup qualification,Win
1993-08-22,Paraguay,Colombia,South America,South America,FIFA World Cup qualification,Draw
1993-08-22,Sweden,France,Europe,Europe,FIFA World Cup qualification,Draw
1993-08-25,Austria,Finland,Europe,Europe,FIFA World Cup qualification,Win
1993-08-25,Denmark,Lithuania,Europe,Europe,FIFA World Cup qualification,Win
1993-08-29,Argentina,Paraguay,South America,South America,FIFA World Cup qualification,Draw
1993-08-29,Brazil,Bolivia,South America,South America,FIFA World Cup qualification,Win
1993-08-29,Colombia,Peru,South America,South America,FIFA World Cup qualification,Win
1993-08-29,Uruguay,Venezuela,South America,South America,FIFA World Cup qualification,Win
1993-08-31,Iceland,USA,Europe,North America,Friendly,Lose
1993-09-05,Argentina,Colombia,South America,South America,FIFA World Cup qualification,Lose
1993-09-05,Brazil,Venezuela,South America,South America,FIFA World Cup qualification,Win
1993-09-05,Ecuador,Uruguay,South America,South America,FIFA World Cup qualification,Lose
1993-09-05,Estonia,Portugal,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-05,Peru,Paraguay,South America,South America,FIFA World Cup qualification,Draw
1993-09-06,Eswatini,Zimbabwe,Africa,Africa,Friendly,Lose
1993-09-08,Albania,Denmark,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-08,Bulgaria,Sweden,Europe,Europe,FIFA World Cup qualification,Draw
1993-09-08,England,Poland,Europe,Europe,FIFA World Cup qualification,Win
1993-09-08,Faroe Islands,Romania,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-08,Finland,France,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-08,Hungary,Russia,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-08,Iceland,Luxembourg,Europe,Europe,FIFA World Cup qualification,Win
1993-09-08,Republic of Ireland,Lithuania,Europe,Europe,FIFA World Cup qualification,Win
1993-09-08,Northern Ireland,Latvia,Europe,Europe,FIFA World Cup qualification,Win
1993-09-08,Norway,USA,Europe,North America,Friendly,Win
1993-09-08,Scotland,Switzerland,Europe,Europe,FIFA World Cup qualification,Draw
1993-09-08,Spain,Chile,Europe,South America,Friendly,Win
1993-09-12,Uruguay,Bolivia,South America,South America,FIFA World Cup qualification,Win
1993-09-12,Venezuela,Ecuador,South America,South America,FIFA World Cup qualification,Win
1993-09-15,Morocco,Mali,Africa,Africa,Friendly,Win
1993-09-17,Saudi Arabia,Thailand,Asia,Asia,Friendly,Win
1993-09-19,Brazil,Uruguay,South America,South America,FIFA World Cup qualification,Win
1993-09-19,Ecuador,Bolivia,South America,South America,FIFA World Cup qualification,Draw
1993-09-19,Zimbabwe,Senegal,Africa,Africa,Friendly,Win
1993-09-20,Saudi Arabia,Thailand,Asia,Asia,Friendly,Win
1993-09-22,Albania,Spain,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-22,Estonia,Italy,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-22,Mexico,Cameroon,North America,Africa,Friendly,Win
1993-09-22,Norway,Poland,Europe,Europe,FIFA World Cup qualification,Win
1993-09-22,Romania,Israel,Europe,Europe,Friendly,Win
1993-09-22,San Marino,Netherlands,Europe,Europe,FIFA World Cup qualification,Lose
1993-09-22,Tunisia,Germany,Africa,Europe,Friendly,Draw
1993-09-23,Saudi Arabia,Costa Rica,Asia,North America,Friendly,Lose
1993-09-24,Korea Republic,Australia,Asia,Oceania,Friendly,Draw
1993-09-25,Nigeria,Côte d'Ivoire,Africa,Africa,FIFA World Cup qualification,Win
1993-09-26,Korea Republic,Australia,Asia,Oceania,Friendly,Win
1993-09-26,Zambia,Senegal,Africa,Africa,FIFA World Cup qualification,Win
1993-09-26,Zimbabwe,Guinea,Africa,Africa,FIFA World Cup qualification,Win
1993-09-27,Saudi Arabia,Costa Rica,Asia,North America,Friendly,Win
1993-09-29,Mexico,Poland,North America,Europe,Friendly,Draw
1993-10-01,Morocco,Gabon,Africa,Africa,Friendly,Win
1993-10-04,Japan,Côte d'Ivoire,Asia,Africa,Friendly,Win
1993-10-05,Cyprus,Israel,Europe,Europe,Friendly,Draw
1993-10-06,Belgium,Gabon,Europe,Africa,Friendly,Win
1993-10-06,Mexico,South Africa,North America,Africa,Friendly,Win
1993-10-06,Saudi Arabia,Russia,Asia,Europe,Friendly,Win
1993-10-08,Algeria,Nigeria,Africa,Africa,FIFA World Cup qualification,Draw
1993-10-10,Cameroon,Zimbabwe,Africa,Africa,FIFA World Cup qualification,Win
1993-10-10,Morocco,Zambia,Africa,Africa,FIFA World Cup qualification,Win
1993-10-12,Luxembourg,Greece,Europe,Europe,FIFA World Cup qualification,Lose
1993-10-13,Bulgaria,Austria,Europe,Europe,FIFA World Cup qualification,Win
1993-10-13,Denmark,Northern Ireland,Europe,Europe,FIFA World Cup qualification,Win
1993-10-13,France,Israel,Europe,Europe,FIFA World Cup qualification,Lose
1993-10-13,Germany,Uruguay,Europe,South America,Friendly,Win
1993-10-13,Republic of Ireland,Spain,Europe,Europe,FIFA World Cup qualification,Lose
1993-10-13,Italy,Scotland,Europe,Europe,FIFA World Cup qualification,Win
1993-10-13,Netherlands,England,Europe,Europe,FIFA World Cup qualification,Win
1993-10-13,Poland,Norway,Europe,Europe,FIFA World Cup qualification,Lose
1993-10-13,Portugal,Switzerland,Europe,Europe,FIFA World Cup qualification,Win
1993-10-13,Romania,Belgium,Europe,Europe,FIFA World Cup qualification,Win
1993-10-13,Sweden,Finland,Europe,Europe,FIFA World Cup qualification,Win
1993-10-13,USA,Mexico,North America,North America,Friendly,Draw
1993-10-13,Wales,Cyprus,Europe,Europe,FIFA World Cup qualification,Win
1993-10-15,Korea DPR,Iraq,Asia,Asia,FIFA World Cup qualification,Win
1993-10-15,Saudi Arabia,Japan,Asia,Asia,FIFA World Cup qualification,Draw
1993-10-16,IR Iran,Korea Republic,Asia,Asia,FIFA World Cup qualification,Lose
1993-10-16,USA,Ukraine,North America,Europe,Friendly,Lose
1993-10-17,Tunisia,Iceland,Africa,Europe,Friendly,Win
1993-10-18,Japan,IR Iran,Asia,Asia,FIFA World Cup qualification,Lose
1993-10-18,Korea DPR,Saudi Arabia,Asia,Asia,FIFA World Cup qualification,Lose
1993-10-19,Iraq,Korea Republic,Asia,Asia,FIFA World Cup qualification,Draw
1993-10-20,Mexico,Ukraine,North America,Europe,Friendly,Win
1993-10-21,Korea DPR,Japan,Asia,Asia,FIFA World Cup qualification,Lose
1993-10-22,IR Iran,Iraq,Asia,Asia,FIFA World Cup qualification,Lose
1993-10-22,Korea Republic,Saudi Arabia,Asia,Asia,FIFA World Cup qualification,Draw
1993-10-23,USA,Ukraine,North America,Europe,Friendly,Lose
1993-10-24,Burundi,Guinea,Africa,Africa,African Cup of Nations qualification,Lose
1993-10-24,Iraq,Saudi Arabia,Asia,Asia,FIFA World Cup qualification,Draw
1993-10-25,IR Iran,Korea DPR,Asia,Asia,FIFA World Cup qualification,Win
1993-10-25,Japan,Korea Republic,Asia,Asia,FIFA World Cup qualification,Win
1993-10-26,Liechtenstein,Estonia,Europe,Europe,Friendly,Lose
1993-10-26,United Arab Emirates,Jordan,Asia,Asia,Friendly,Win
1993-10-27,Hungary,Luxembourg,Europe,Europe,FIFA World Cup qualification,Win
1993-10-27,Israel,Austria,Europe,Europe,FIFA World Cup qualification,Draw
1993-10-27,Turkey,Poland,Europe,Europe,FIFA World Cup qualification,Win
1993-10-28,Iraq,Japan,Asia,Asia,FIFA World Cup qualification,Draw
1993-10-28,Korea Republic,Korea DPR,Asia,Asia,FIFA World Cup qualification,Win
1993-10-28,Saudi Arabia,IR Iran,Asia,Asia,FIFA World Cup qualification,Win
1993-10-28,United Arab Emirates,Jordan,Asia,Asia,Friendly,Lose
1993-10-31,Australia,Argentina,Oceania,South America,FIFA World Cup qualification,Draw
1993-11-03,Mexico,China PR,North America,Asia,Friendly,Win
1993-11-05,Egypt,Malta,Africa,Europe,Friendly,Win
1993-11-05,Tunisia,Gabon,Africa,Africa,Friendly,Win
1993-11-07,Gabon,Malta,Africa,Europe,Friendly,Lose
1993-11-07,Tunisia,Egypt,Africa,Africa,Friendly,Win
1993-11-07,USA,Jamaica,North America,North America,Friendly,Win
1993-11-10,Austria,Sweden,Europe,Europe,FIFA World Cup qualification,Draw
1993-11-10,Israel,Finland,Europe,Europe,FIFA World Cup qualification,Lose
1993-11-10,Portugal,Estonia,Europe,Europe,FIFA World Cup qualification,Win
1993-11-10,Turkey,Norway,Europe,Europe,FIFA World Cup qualification,Win
1993-11-14,USA,Cayman Islands,North America,North America,Friendly,Win
1993-11-17,Argentina,Australia,South America,Oceania,FIFA World Cup qualification,Win
1993-11-17,France,Bulgaria,Europe,Europe,FIFA World Cup qualification,Lose
1993-11-17,Germany,Brazil,Europe,South America,Friendly,Win
1993-11-17,Greece,Russia,Europe,Europe,FIFA World Cup qualification,Win
1993-11-17,Italy,Portugal,Europe,Europe,FIFA World Cup qualification,Win
1993-11-17,Malta,Scotland,Europe,Europe,FIFA World Cup qualification,Lose
1993-11-17,Northern Ireland,Republic of Ireland,Europe,Europe,FIFA World Cup qualification,Draw
1993-11-17,Poland,Netherlands,Europe,Europe,FIFA World Cup qualification,Lose
1993-11-17,San Marino,England,Europe,Europe,FIFA World Cup qualification,Lose
1993-11-17,Spain,Denmark,Europe,Europe,FIFA World Cup qualification,Win
1993-11-17,Switzerland,Estonia,Europe,Europe,FIFA World Cup qualification,Win
1993-11-17,Wales,Romania,Europe,Europe,FIFA World Cup qualification,Lose
1993-11-22,Gambia,Mauritania,Africa,Africa,Friendly,Lose
1993-11-26,Gambia,Ghana,Africa,Africa,Friendly,Win
1993-11-26,Sierra Leone,Guinea,Africa,Africa,Amílcar Cabral Cup,Draw
1993-11-27,Guinea-Bissau,Mauritania,Africa,Africa,Amílcar Cabral Cup,Win
1993-11-27,Senegal,Mali,Africa,Africa,Amílcar Cabral Cup,Lose
1993-11-28,Guinea,Gambia,Africa,Africa,Amílcar Cabral Cup,Lose
1993-11-28,Sierra Leone,Ghana,Africa,Africa,Friendly,Lose
1993-11-29,Mali,Guinea-Bissau,Africa,Africa,Amílcar Cabral Cup,Win
1993-11-29,Senegal,Mauritania,Africa,Africa,Amílcar Cabral Cup,Win
1993-11-30,Ghana,Guinea,Africa,Africa,Friendly,Win
1993-11-30,Sierra Leone,Gambia,Africa,Africa,Amílcar Cabral Cup,Draw
1993-11-30,Tahiti,Fiji,Oceania,Oceania,Friendly,Win
1993-12-01,Kenya,Uganda,Africa,Africa,Friendly,Win
1993-12-01,Mali,Mauritania,Africa,Africa,Amílcar Cabral Cup,Draw
1993-12-01,Senegal,Guinea-Bissau,Africa,Africa,Amílcar Cabral Cup,Draw
1993-12-03,Gambia,Senegal,Africa,Africa,Amílcar Cabral Cup,Lose
1993-12-03,Sierra Leone,Mali,Africa,Africa,Amílcar Cabral Cup,Win
1993-12-05,Gambia,Mali,Africa,Africa,Amílcar Cabral Cup,Win
1993-12-05,Sierra Leone,Senegal,Africa,Africa,Amílcar Cabral Cup,Win
1993-12-05,USA,El Salvador,North America,North America,Friendly,Win
1993-12-06,Tanzania,Uganda,Africa,Africa,Friendly,Win
1993-12-10,Bangladesh,Myanmar,Asia,Asia,Friendly,Win
1993-12-10,Kenya,Tanzania,Africa,Africa,Friendly,Win
1993-12-15,Argentina,Germany,South America,Europe,Friendly,Win
1993-12-16,Mexico,Brazil,North America,South America,Friendly,Lose
1993-12-18,USA,Germany,North America,Europe,Friendly,Lose
1993-12-19,Mali,Côte d'Ivoire,Africa,Africa,Friendly,Lose
1993-12-22,Mexico,Germany,North America,Europe,Friendly,Draw
1993-12-29,Ghana,Egypt,Africa,Africa,Friendly,Draw
1993-12-31,Ghana,Tunisia,Africa,Africa,Friendly,Draw
1994-01-02,Barbados,Grenada,North America,North America,Friendly,Draw
1994-01-02,Ghana,Egypt,Africa,Africa,Friendly,Win
1994-01-05,Mali,Burkina Faso,Africa,Africa,Friendly,Draw
1994-01-09,Mauritania,Mali,Africa,Africa,Friendly,Lose
1994-01-11,Thailand,Nigeria,Asia,Africa,Friendly,Draw
1994-01-15,USA,Norway,North America,Europe,Friendly,Win
1994-01-18,Guinea,Côte d'Ivoire,Africa,Africa,Friendly,Win
1994-01-19,Costa Rica,Norway,North America,Europe,Friendly,Draw
1994-01-19,Mexico,Bulgaria,North America,Europe,Friendly,Draw
1994-01-19,Spain,Portugal,Europe,Europe,Friendly,Draw
1994-01-19,Tunisia,Netherlands,Africa,Europe,Friendly,Draw
1994-01-22,USA,Switzerland,North America,Europe,Friendly,Draw
1994-01-23,Barbados,Puerto Rico,North America,North America,CFU Caribbean Cup qualification,Lose
1994-01-23,Mali,Senegal,Africa,Africa,Friendly,Win
1994-01-23,Saudi Arabia,China PR,Asia,Asia,Friendly,Win
1994-01-23,Suriname,Guyana,South America,South America,CFU Caribbean Cup qualification,Win
1994-01-25,Grenada,Puerto Rico,North America,North America,CFU Caribbean Cup qualification,Win
1994-01-25,Qatar,Finland,Asia,Europe,Friendly,Win
1994-01-26,Mexico,Switzerland,North America,Europe,Friendly,Lose
1994-01-26,Saudi Arabia,China PR,Asia,Asia,Friendly,Draw
1994-01-27,Barbados,Grenada,North America,North America,CFU Caribbean Cup qualification,Win
1994-01-27,Qatar,Finland,Asia,Europe,Friendly,Draw
1994-01-28,Venezuela,Colombia,South America,South America,Friendly,Lose
1994-01-29,Burkina Faso,Guinea,Africa,Africa,Friendly,Win
1994-01-29,Côte d'Ivoire,Niger,Africa,Africa,Friendly,Win
1994-01-29,USA,Russia,North America,Europe,Friendly,Draw
1994-01-30,Burkina Faso,Côte d'Ivoire,Africa,Africa,Friendly,Lose
1994-01-30,Guinea,Niger,Africa,Africa,Friendly,Lose
1994-01-30,Oman,Finland,Asia,Europe,Friendly,Lose
1994-01-30,Senegal,Mali,Africa,Africa,Friendly,Draw
1994-02-01,Oman,Finland,Asia,Europe,Friendly,Draw
1994-02-02,Egypt,Morocco,Africa,Africa,United Arab Emirates Friendship Tournament,Draw
1994-02-02,Mexico,Russia,North America,Europe,Friendly,Lose
1994-02-02,United Arab Emirates,Slovakia,Asia,Europe,United Arab Emirates Friendship Tournament,Lose
1994-02-04,Egypt,Slovakia,Africa,Europe,United Arab Emirates Friendship Tournament,Win
1994-02-04,Oman,Kenya,Asia,Africa,Friendly,Win
1994-02-04,United Arab Emirates,Morocco,Asia,Africa,United Arab Emirates Friendship Tournament,Draw
1994-02-06,Morocco,Slovakia,Africa,Europe,United Arab Emirates Friendship Tournament,Win
1994-02-06,Oman,Kenya,Asia,Africa,Friendly,Win
1994-02-06,Saudi Arabia,Colombia,Asia,South America,Friendly,Draw
1994-02-06,United Arab Emirates,Egypt,Asia,Africa,United Arab Emirates Friendship Tournament,Lose
1994-02-07,Gambia,Senegal,Africa,Africa,Friendly,Draw
1994-02-08,Malta,Tunisia,Europe,Africa,Malta International Tournament,Draw
1994-02-09,Spain,Poland,Europe,Europe,Friendly,Draw
1994-02-10,Slovenia,Tunisia,Europe,Africa,Malta International Tournament,Draw
1994-02-12,Malawi,Zambia,Africa,Africa,Friendly,Lose
1994-02-12,Malta,Slovenia,Europe,Europe,Malta International Tournament,Lose
1994-02-13,Malawi,Zambia,Africa,Africa,Friendly,Lose
1994-02-13,Romania,USA,Europe,North America,Lunar New Year Cup,Win
1994-02-16,Italy,France,Europe,Europe,Friendly,Lose
1994-02-16,Korea Republic,Romania,Asia,Europe,Friendly,Lose
1994-02-16,Malta,Belgium,Europe,Europe,Friendly,Win
1994-02-18,Colombia,Sweden,South America,Europe,Friendly,Draw
1994-02-18,USA,Bolivia,North America,South America,Friendly,Draw
1994-02-20,Bolivia,Colombia,South America,South America,Friendly,Lose
1994-02-20,USA,Sweden,North America,Europe,Friendly,Lose
1994-02-23,Mali,Ghana,Africa,Africa,Friendly,Draw
1994-02-23,Morocco,Finland,Africa,Europe,Friendly,Draw
1994-02-24,Mexico,Sweden,North America,Europe,Friendly,Win
1994-02-26,Colombia,Korea Republic,South America,Asia,Friendly,Draw
1994-02-26,Zimbabwe,Zambia,Africa,Africa,Friendly,Draw
1994-02-27,Gabon,Senegal,Africa,Africa,Friendly,Draw
1994-03-02,Mexico,Colombia,North America,South America,Friendly,Draw
1994-03-05,USA,Korea Republic,North America,Asia,Friendly,Win
1994-03-06,Cayman Islands,Jamaica,North America,North America,CFU Caribbean Cup qualification,Win
1994-03-09,Cyprus,Estonia,Europe,Europe,Friendly,Win
1994-03-09,England,Denmark,Europe,Europe,Friendly,Win
1994-03-09,Hungary,Switzerland,Europe,Europe,Friendly,Lose
1994-03-09,Nigeria,Ghana,Africa,Africa,Friendly,Draw
1994-03-09,Wales,Norway,Europe,Europe,Friendly,Lose
1994-03-10,Dominican Republic,Haiti,North America,North America,CFU Caribbean Cup qualification,Lose
1994-03-12,USA,Korea Republic,North America,Asia,Friendly,Draw
1994-03-12,Zambia,Zimbabwe,Africa,Africa,Friendly,Win
1994-03-15,Israel,Ukraine,Europe,Europe,Friendly,Win
1994-03-16,Egypt,Cameroon,Africa,Africa,Friendly,Draw
1994-03-17,Tunisia,Niger,Africa,Africa,Friendly,Win
1994-03-19,Angola,Gabon,Africa,Africa,Friendly,Win
1994-03-22,France,Chile,Europe,South America,Friendly,Win
1994-03-23,Austria,Hungary,Europe,Europe,Friendly,Draw
1994-03-23,Brazil,Argentina,South America,South America,Friendly,Win
1994-03-23,Germany,Italy,Europe,Europe,Friendly,Win
1994-03-23,Greece,Poland,Europe,Europe,Friendly,Draw
1994-03-23,Republic of Ireland,Russia,Europe,Europe,Friendly,Draw
1994-03-23,Luxembourg,Morocco,Europe,Africa,Friendly,Lose
1994-03-23,Northern Ireland,Romania,Europe,Europe,Friendly,Win
1994-03-23,Scotland,Netherlands,Europe,Europe,Friendly,Lose
1994-03-23,Spain,Croatia,Europe,Europe,Friendly,Lose
1994-03-26,Nigeria,Gabon,Africa,Africa,African Cup of Nations,Win
1994-03-26,Saudi Arabia,Chile,Asia,South America,Friendly,Lose
1994-03-26,Tunisia,Mali,Africa,Africa,African Cup of Nations,Lose
1994-03-26,USA,Bolivia,North America,South America,Friendly,Draw
1994-03-27,Ghana,Guinea,Africa,Africa,African Cup of Nations,Win
1994-03-27,Côte d'Ivoire,Sierra Leone,Africa,Africa,African Cup of Nations,Win
1994-03-28,Egypt,Gabon,Africa,Africa,African Cup of Nations,Win
1994-03-29,Senegal,Guinea,Africa,Africa,African Cup of Nations,Win
1994-03-29,Zambia,Sierra Leone,Africa,Africa,African Cup of Nations,Draw
1994-03-30,Malta,Slovakia,Europe,Europe,Friendly,Lose
1994-03-30,Nigeria,Egypt,Africa,Africa,African Cup of Nations,Draw
1994-03-31,Ghana,Senegal,Africa,Africa,African Cup of Nations,Win
1994-03-31,Zambia,Côte d'Ivoire,Africa,Africa,African Cup of Nations,Win
1994-04-02,Egypt,Mali,Africa,Africa,African Cup of Nations,Lose
1994-04-03,Ghana,Côte d'Ivoire,Africa,Africa,African Cup of Nations,Lose
1994-04-03,Zambia,Senegal,Africa,Africa,African Cup of Nations,Win
1994-04-06,Hungary,Slovenia,Europe,Europe,Friendly,Lose
1994-04-06,Nigeria,Côte d'Ivoire,Africa,Africa,African Cup of Nations,Win
1994-04-06,Zambia,Mali,Africa,Africa,African Cup of Nations,Win
1994-04-07,Cayman Islands,Haiti,North America,North America,CFU Caribbean Cup,Lose
1994-04-07,Colombia,Bolivia,South America,South America,Friendly,Lose
1994-04-09,Suriname,Cayman Islands,South America,North America,CFU Caribbean Cup,Win
1994-04-10,Côte d'Ivoire,Mali,Africa,Africa,African Cup of Nations,Win
1994-04-10,Nigeria,Zambia,Africa,Africa,African Cup of Nations,Win
1994-04-11,Suriname,Haiti,South America,North America,CFU Caribbean Cup,Draw
1994-04-13,Poland,Saudi Arabia,Europe,Asia,Friendly,Win
1994-04-14,Trinidad and Tobago,Suriname,South America,South America,CFU Caribbean Cup,Win
1994-04-15,Oman,Bulgaria,Asia,Europe,Friendly,Draw
1994-04-17,Colombia,Nigeria,South America,Africa,Friendly,Win
1994-04-18,Tunisia,Saudi Arabia,Africa,Asia,Friendly,Win
1994-04-20,Argentina,Morocco,South America,Africa,Friendly,Win
1994-04-20,Austria,Scotland,Europe,Europe,Friendly,Lose
1994-04-20,Denmark,Hungary,Europe,Europe,Friendly,Win
1994-04-20,Iceland,Saudi Arabia,Europe,Asia,Friendly,Lose
1994-04-20,Lithuania,Israel,Europe,Europe,Friendly,Draw
1994-04-20,Netherlands,Republic of Ireland,Europe,Europe,Friendly,Lose
1994-04-20,Northern Ireland,Liechtenstein,Europe,Europe,UEFA Euro qualification,Win
1994-04-20,Norway,Portugal,Europe,Europe,Friendly,Draw
1994-04-20,Romania,Bolivia,Europe,South America,Friendly,Win
1994-04-20,Slovakia,Croatia,Europe,Europe,Friendly,Win
1994-04-20,Switzerland,Czech Republic,Europe,Europe,Friendly,Win
1994-04-20,Turkey,Russia,Europe,Europe,Friendly,Lose
1994-04-20,Wales,Sweden,Europe,Europe,Friendly,Lose
1994-04-22,Eswatini,Mozambique,Africa,Africa,Friendly,Lose
1994-04-24,South Africa,Zimbabwe,Africa,Africa,Friendly,Win
1994-04-24,USA,Iceland,North America,Europe,Friendly,Lose
1994-04-27,Greece,Saudi Arabia,Europe,Asia,Friendly,Win
1994-04-27,Slovenia,Cyprus,Europe,Europe,Friendly,Win
1994-04-27,United Arab Emirates,Germany,Asia,Europe,Friendly,Lose
1994-04-28,Kuwait,Bulgaria,Asia,Europe,Friendly,Draw
1994-04-30,USA,Chile,North America,South America,Friendly,Lose
1994-05-01,Korea Republic,Cameroon,Asia,Africa,Friendly,Draw
1994-05-03,Colombia,Peru,South America,South America,Friendly,Win
1994-05-03,El Salvador,Honduras,North America,North America,Friendly,Win
1994-05-03,Korea Republic,Cameroon,Asia,Africa,Friendly,Win
1994-05-04,Bolivia,Saudi Arabia,South America,Asia,Friendly,Win
1994-05-04,Brazil,Iceland,South America,Europe,Friendly,Win
1994-05-04,Poland,Hungary,Europe,Europe,Friendly,Win
1994-05-05,Colombia,El Salvador,South America,North America,Friendly,Win
1994-05-05,Honduras,Peru,North America,South America,Friendly,Win
1994-05-05,Sweden,Nigeria,Europe,Africa,Friendly,Win
1994-05-07,USA,Estonia,North America,Europe,Friendly,Win
1994-05-09,Greece,Cameroon,Europe,Africa,Friendly,Lose
1994-05-11,Bolivia,Cameroon,South America,Africa,Friendly,Draw
1994-05-13,Greece,Bolivia,Europe,South America,Friendly,Draw
1994-05-14,Nigeria,Suriname,Africa,South America,Friendly,Win
1994-05-17,England,Greece,Europe,Europe,Friendly,Win
1994-05-17,Poland,Austria,Europe,Europe,Friendly,Lose
1994-05-18,Chile,Argentina,South America,South America,Friendly,Draw
1994-05-18,Hungary,Croatia,Europe,Europe,Friendly,Draw
1994-05-19,Iceland,Bolivia,Europe,South America,Friendly,Win
1994-05-22,England,Norway,Europe,Europe,Friendly,Draw
1994-05-22,Japan,Australia,Asia,Oceania,Kirin Cup,Draw
1994-05-23,Estonia,Wales,Europe,Europe,Friendly,Lose
1994-05-23,Fiji,Tahiti,Oceania,Oceania,Friendly,Draw
1994-05-24,Republic of Ireland,Bolivia,Europe,South America,Friendly,Win
1994-05-25,Chile,Peru,South America,South America,Friendly,Win
1994-05-25,Czech Republic,Lithuania,Europe,Europe,Friendly,Win
1994-05-25,Ecuador,Argentina,South America,South America,Friendly,Win
1994-05-25,Fiji,Tahiti,Oceania,Oceania,Friendly,Win
1994-05-25,Ukraine,Belarus,Europe,Europe,Friendly,Win
1994-05-25,USA,Saudi Arabia,North America,Asia,Friendly,Draw
1994-05-26,Australia,France,Oceania,Europe,Kirin Cup,Lose
1994-05-26,Denmark,Sweden,Europe,Europe,Friendly,Win
1994-05-27,Italy,Finland,Europe,Europe,Friendly,Win
1994-05-27,Netherlands,Scotland,Europe,Europe,Friendly,Win
1994-05-27,Switzerland,Liechtenstein,Europe,Europe,Friendly,Win
1994-05-28,USA,Greece,North America,Europe,Friendly,Draw
1994-05-29,Germany,Republic of Ireland,Europe,Europe,Friendly,Lose
1994-05-29,Japan,France,Asia,Europe,Kirin Cup,Lose
1994-05-29,Russia,Slovakia,Europe,Europe,Friendly,Win
1994-05-31,Israel,Argentina,Europe,South America,Friendly,Lose
1994-06-01,Canada,Morocco,North America,Africa,Friendly,Draw
1994-06-01,North Macedonia,Estonia,Europe,Europe,Friendly,Win
1994-06-01,Netherlands,Hungary,Europe,Europe,Friendly,Win
1994-06-01,Norway,Denmark,Europe,Europe,Friendly,Win
1994-06-01,Romania,Slovenia,Europe,Europe,Friendly,Draw
1994-06-02,Austria,Germany,Europe,Europe,Friendly,Lose
1994-06-02,Finland,Spain,Europe,Europe,Friendly,Lose
1994-06-02,Latvia,Malta,Europe,Europe,Friendly,Win
1994-06-03,Bulgaria,Ukraine,Europe,Europe,Friendly,Draw
1994-06-03,Colombia,Northern Ireland,South America,Europe,Friendly,Win
1994-06-03,Italy,Switzerland,Europe,Europe,Friendly,Win
1994-06-04,Croatia,Argentina,Europe,South America,Friendly,Draw
1994-06-04,Trinidad and Tobago,Saudi Arabia,South America,Asia,Friendly,Lose
1994-06-04,USA,Mexico,North America,North America,Friendly,Win
1994-06-05,Canada,Brazil,North America,South America,Friendly,Draw
1994-06-05,Colombia,Greece,South America,Europe,Friendly,Win
1994-06-05,Ecuador,Korea Republic,South America,Asia,Friendly,Win
1994-06-05,Republic of Ireland,Czech Republic,Europe,Europe,Friendly,Lose
1994-06-05,Côte d'Ivoire,Liberia,Africa,Africa,Friendly,Win
1994-06-05,Sweden,Norway,Europe,Europe,Friendly,Win
1994-06-08,Australia,South Africa,Oceania,Africa,Friendly,Win
1994-06-08,Belgium,Hungary,Europe,Europe,Friendly,Win
1994-06-08,Bolivia,Peru,South America,South America,Friendly,Draw
1994-06-08,Canada,Germany,North America,Europe,Friendly,Lose
1994-06-08,Honduras,Brazil,North America,South America,Friendly,Lose
1994-06-10,Canada,Spain,North America,Europe,Friendly,Lose
1994-06-11,Bolivia,Switzerland,South America,Europe,Friendly,Draw
1994-06-11,Costa Rica,Italy,North America,Europe,Friendly,Lose
1994-06-11,Honduras,Korea Republic,North America,Asia,Friendly,Lose
1994-06-11,Mexico,Northern Ireland,North America,Europe,Friendly,Win
1994-06-11,Nigeria,Georgia,Africa,Europe,Friendly,Win
